city,city_gdp,city_population,country,emission,emission_target,target,baseline_year,year,year_status,factors,sector
Faro,,67622.0,Portugal,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Reno,,268851.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Daegu-si,,2363691.0,Republic of Korea,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Buffalo,,726000.0,South Africa,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Gwangmyeong-si,,287603.0,Republic of Korea,,,,,2023,,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
Ljubljana,,293218.0,Slovenia,,,,,2023,,Assessment includes sectors and/or urban systems,
Pietermaritzburg,,934000.0,South Africa,,,,,2023,,Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security,
Miraflores,,99337.0,Peru,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers water security,
Yaoundé 3,,403191.0,Cameroon,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Uppsala,,242140.0,Sweden,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Bristol,,471200.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
Gibraltar,,36130.0,Gibraltar,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations,
Piedmont,,11107.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Whitby,,138501.0,Canada,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Prince George,,76708.0,Canada,,,,,2023,,Assessment considers nature; Assessment considers water security,
Lagos,,24600000.0,Nigeria,,,,,2023,,A process has been established for prioritizing identified hazards,
Bogor,,1063513.0,Indonesia,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Montevideo,,1319108.0,Uruguay,,,,,2023,,A process has been established for prioritizing identified hazards,
York,,202821.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Dundee,,147720.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
São Paulo,,12200180.0,Brazil,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Rio Branco,,364756.0,Brazil,,,,,2023,,Assessment considers nature; Assessment considers transition risks; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
João Pessoa,,833932.0,Brazil,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Santa Cruz de Galápagos,,15701.0,Ecuador,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Duluth,,86697.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems,
JISOC,,349325.0,Mexico,,,,,2023,,Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Hue,,491346.0,Viet Nam,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers vulnerable populations; Assessment considers water security,
San Fernando,,125640.0,Philippines,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
San Diego,,1382000.0,United States of America,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems",
Torino,,866510.0,Italy,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Columbus,,908386.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
Salt Lake City,,199723.0,United States of America,,,,,2023,,Assessment considers transition risks; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Pemba,,353463.0,Mozambique,,,,,2023,,Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Genova,,564981.0,Italy,,,,,2023,,A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Karsiyaka,,350100.0,Turkey,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
Reykjavík,,139875.0,Iceland,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Bloomington,,79107.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems",
Jundiaí,,443116.0,Brazil,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Playa del Carmen,,333800.0,Mexico,,,,,2023,,Assessment considers vulnerable populations,
Mbabane,,61940.0,Eswatini,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Richmond,,99557.0,Australia,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Kampala,,0.0,Uganda,,,,,2023,,,
Lund,,128992.0,Sweden,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Akureyri,,19893.0,Iceland,,,,,2023,,Assessment considers nature; Assessment considers water security; Assessment includes consultation with partners,
Söderhamn,,25258.0,Sweden,,,,,2023,,A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment includes sectors and/or urban systems,
South Bend,,103353.0,United States of America,,,,,2023,,"Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Warsaw,,1861975.0,Poland,,,,,2023,,"Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Unley,,39085.0,Australia,,,,,2023,,A process has been established for prioritizing identified hazards; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
La Crosse,,51380.0,United States of America,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
Henderson,,336534.0,United States of America,,,,,2023,,A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Long Beach,,466742.0,United States of America,,,,,2023,,Assessment considers vulnerable populations; Assessment considers water security,
Aspen,,7004.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Saskatoon,,288311.0,Canada,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Santa Monica,,91105.0,United States of America,,,,,2023,,"Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems",
Klaipeda,,156745.0,Lithuania,,,,,2023,,Assessment considers nature; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Austin,,1297458.0,United States of America,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Palo Alto,,68624.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Cupertino,,63228.0,United States of America,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Strasbourg,,293538.0,France,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Curitiba,,1773733.0,Brazil,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Nakuru,,2162202.0,Kenya,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Medford,,62098.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations,
Charlottesville,,45373.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Asheville,,94067.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
Tshwane,,3597000.0,South Africa,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Tampere,,249060.0,Finland,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Busan-si,,3317812.0,Republic of Korea,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
San Antonio,,1472909.0,United States of America,,,,,2023,,"Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Nairobi,,4500000.0,Kenya,,,,,2023,,"Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Canberra,,460855.0,Australia,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify: Examines the specific impacts on the ACT’s people, economy, environment, social setting and infrastructure areas if a natural disaster were to occur.",
Beaverton,,99464.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers water security,
Kansas City,,509319.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Little Rock,,202864.0,United States of America,,,,,2023,,A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Barueri,,316473.0,Brazil,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Independencia,,100281.0,Chile,,,,,2023,,Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Helsingborg,,150975.0,Sweden,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Turku,,197900.0,Finland,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Fortaleza,,2703391.0,Brazil,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Cincinnati,,308935.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers transition risks; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Glasgow,,635640.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Philadelphia,,1576251.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
La Unión,,114615.0,Costa Rica,,,,,2023,,"Assessment considers water security; Other, please specify: El análisis del potencial de de escurrimiento para estimar las zonas de riesgo o vulnerables.",
Omaha,,578771.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Allentown,,125094.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Cuiabá,,650912.0,Brazil,,,,,2023,,"Assessment considers nature; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
Guimarães,,156830.0,Portugal,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Hanoi,,8053663.0,Viet Nam,,,,,2023,,None of the above,
Mesa,,512498.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Nijmegen,,182500.0,Netherlands,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
Zaragoza,,694109.0,Spain,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Knoxville,,190740.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers vulnerable populations; Assessment includes consultation with partners,
Berkeley,,117147.0,United States of America,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify",
Rionegro,,116400.0,Colombia,,,,,2023,,A process has been established for prioritizing identified hazards; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Rochester,,211328.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
Quelimane,,350000.0,Mozambique,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Montréal,,2025928.0,Canada,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Other, please specify: Assessment considers nature and biodiversity. Assessment considers environmental, territorial, social and physical susceptibilities. Assessment considers the urban climate and social resilience.",
Luleå,,79244.0,Sweden,,,,,2023,,"Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems",
Santa Marta,,577388.0,Colombia,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
Sofia,,1217692.0,Bulgaria,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Windsor,,229660.0,Canada,,,,,2023,,"Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Yaoundé 6,,568971.0,Cameroon,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Matsuyama-shi,,509216.0,Japan,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
Santiago de Guayaquil,,2440553.0,Ecuador,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems",
Boynton Beach,,81748.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Indianapolis,,969466.0,United States of America,,,,,2023,,A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Baltimore,,576498.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Breckenridge,,5054.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Petaling Jaya,,859665.0,Malaysia,,,,,2023,,,
Fukuoka,,1638738.0,Japan,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Santa Catarina,,306322.0,Mexico,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Byron Shire,,36398.0,Australia,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Blackpool,,140954.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems,
Arequipa,,55437.0,Peru,,,,,2023,,,
Alba-Iulia,,74490.0,Romania,,,,,2023,,Assessment considers vulnerable populations,
Taichung,,2814459.0,East Asia,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Fayetteville,,96904.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Freetown,,1200000.0,Sierra Leone,,,,,2023,,,
Monaco,,39050.0,Monaco,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
Oxford,,162100.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations,
Santa Rosa,,414812.0,Philippines,,,,,2023,,Assessment includes consultation with partners,
Bujumbura,,1225142.0,Burundi,,,,,2023,,Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Amman,,4430700.0,Jordan,,,,,2023,,A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems,
Somerville,,79815.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
Lakewood,,156120.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
